id,ekatte,name_bg,name_en,type_prefix,obl_code,state_id/id,mun_code,mun_name,nuts3,postcode,lat,lng
bg_settlement_04801,04801,Богутево,Bogutevo,с.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4855,41.758044,24.718423
bg_settlement_15638,15638,Гълъбово,Galabovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG02,Белица,BG413,2784,41.969622,23.655256
bg_settlement_81623,81623,Чуйпетлово,Chuypetlovo,с.,PER,tk_loan_management_bg.state_bg_PER,PER32,Перник,BG414,2346,42.517168,23.242623
bg_settlement_61100,61100,Равна,Ravna,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO09,Годеч,BG412,2249,43.04706,23.012881
bg_settlement_14903,14903,Гинци,Gintsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO09,Годеч,BG412,2250,43.08447,23.102647
bg_settlement_18037,18037,Губеш,Gubesh,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO09,Годеч,BG412,2255,43.077522,23.042878
bg_settlement_14221,14221,Габрово,Gabrovo,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ35,Черноочене,BG425,6691,41.796637,25.273928
bg_settlement_61220,61220,Равногор,Ravnogor,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ06,Брацигово,BG423,4582,41.951189,24.36788
bg_settlement_53998,53998,Орцево,Ortsevo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG02,Белица,BG413,2785,41.96661,23.734782
bg_settlement_56624,56624,Плана,Plana,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1475,42.487933,23.408146
bg_settlement_29150,29150,Железница,Zheleznitsa,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1475,42.535545,23.365305
bg_settlement_40138,40138,Крушево,Krushevo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG13,Гърмен,BG413,2945,41.601084,23.876982
bg_settlement_44762,44762,Лютово,Lyutovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG02,Белица,BG413,2791,41.945887,23.632068
bg_settlement_04323,04323,Блатец,Blatets,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL29,Кюстендил,BG415,2548,42.315043,22.602452
bg_settlement_83421,83421,Алендарова,Alendarova,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4621,42.023142,23.882772
bg_settlement_70620,70620,Сърнино,Sarnino,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4799,41.44895,24.700554
bg_settlement_69585,69585,Стража,Strazha,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4726,41.595821,24.792178
bg_settlement_69345,69345,Стойките,Stoykite,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4715,41.656918,24.629432
bg_settlement_69256,69256,Стикъл,Stikal,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4712,41.63967,24.579382
bg_settlement_68521,68521,Средок,Sredok,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4798,41.45752,24.608228
bg_settlement_68000,68000,Солища,Solishta,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4711,41.651247,24.592425
bg_settlement_67965,67965,Соколовци,Sokolovtsi,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4751,41.654018,24.75844
bg_settlement_81863,81863,Чолакова,Cholakova,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4636,41.980184,23.793036
bg_settlement_67430,67430,Сливово,Slivovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4710,41.698616,24.551928
bg_settlement_66957,66957,Славейно,Slaveyno,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4747,41.631072,24.863095
bg_settlement_66384,66384,Сивино,Sivino,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4780,41.449666,24.690224
bg_settlement_66069,66069,Селище,Selishte,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4735,41.579635,24.86356
bg_settlement_62534,62534,Речани,Rechani,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4793,41.453334,24.633026
bg_settlement_57916,57916,Потока,Potoka,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4768,41.471719,24.605503
bg_settlement_57710,57710,Попрелка,Poprelka,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4759,41.535637,24.63678
bg_settlement_56455,56455,Писаница,Pisanitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4744,41.59387,24.752561
bg_settlement_56294,56294,Пещера,Peshtera,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4754,41.543877,24.69568
bg_settlement_53792,53792,Орешец,Oreshets,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4727,41.60764,24.794934
bg_settlement_51038,51038,Надарци,Nadartsi,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4758,41.527217,24.62354
bg_settlement_49285,49285,Мугла,Mugla,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4716,41.616496,24.493164
bg_settlement_49014,49014,Момчиловци,Momchilovtsi,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4750,41.656164,24.774532
bg_settlement_48218,48218,Милково,Milkovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4779,41.525093,24.683341
bg_settlement_81606,81606,Чудинци,Chudintsi,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL29,Кюстендил,BG415,2562,42.387952,22.503505
bg_settlement_78598,78598,Цървена ябълка,Tsarvena yabalka,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL29,Кюстендил,BG415,2576,42.156313,22.615459
bg_settlement_78543,78543,Црешново,Tsreshnovo,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL29,Кюстендил,BG415,2567,42.322719,22.445439
bg_settlement_65142,65142,Сажденик,Sazhdenik,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL29,Кюстендил,BG415,2576,42.131841,22.575783
bg_settlement_78272,78272,Цветино,Tsvetino,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4630,41.992418,23.841187
bg_settlement_80371,80371,Чепеларе,Chepelare,гр.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4850,41.725891,24.685009
bg_settlement_70072,70072,Студенец,Studenets,с.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4878,41.819596,24.655003
bg_settlement_58517,58517,Проглед,Progled,с.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4871,41.677127,24.714135
bg_settlement_54376,54376,Острица,Ostritsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4859,41.7756,24.725252
bg_settlement_43668,43668,Лилеково,Lilekovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4858,41.785479,24.723598
bg_settlement_31351,31351,Зорница,Zornitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML38,Чепеларе,BG424,4857,41.76521,24.666601
bg_settlement_65534,65534,Света Петка,Sveta Petka,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4620,42.038226,23.874431
bg_settlement_54136,54136,Осеново,Osenovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG01,Банско,BG413,2774,41.778028,23.725427
bg_settlement_76162,76162,Фотиново,Fotinovo,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ03,Батак,BG423,4571,41.882951,24.351823
bg_settlement_46019,46019,Магарджица,Magardzhitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4710,41.656937,24.561902
bg_settlement_44673,44673,Люлка,Lyulka,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4785,41.463604,24.693493
bg_settlement_43219,43219,Левочево,Levochevo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4743,41.608015,24.740114
bg_settlement_40748,40748,Кутела,Kutela,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4752,41.657271,24.83009
bg_settlement_40498,40498,Кукувица,Kukuvitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4710,41.701181,24.615401
bg_settlement_39637,39637,Кремене,Kremene,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4755,41.537934,24.628175
bg_settlement_51874,51874,Нова махала,Nova mahala,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ03,Батак,BG423,4581,41.934582,24.267416
bg_settlement_83209,83209,Шипковица,Shipkovitsa,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2493,42.648404,22.508691
bg_settlement_70648,70648,Сърница,Sarnitsa,гр.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ39,Сърница,BG423,4633,41.738449,24.022195
bg_settlement_59224,59224,Побит камък,Pobit kamak,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ39,Сърница,BG423,4638,41.824485,23.885641
bg_settlement_47559,47559,Медени поляни,Medeni polyani,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ39,Сърница,BG423,4637,41.857807,23.803829
bg_settlement_86101,86101,Юруково,Yurukovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG53,Якоруда,BG413,2796,41.974461,23.616815
bg_settlement_40453,40453,Кузьово,Kuzyovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG02,Белица,BG413,2788,41.938431,23.656133
bg_settlement_87825,87825,Свети Константин,Sveti Konstantin,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ21,Пещера,BG423,,0,0
bg_settlement_53059,53059,Обидим,Obidim,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG01,Банско,BG413,2776,41.787757,23.640673
bg_settlement_63687,63687,Рохлева,Rohleva,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4653,42.018339,23.803597
bg_settlement_03441,03441,Бели Искър,Beli Iskar,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2011,42.271639,23.538411
bg_settlement_87552,87552,Ярлово,Yarlovo,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2029,42.46796,23.280273
bg_settlement_87535,87535,Яребковица,Yarebkovitsa,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2023,42.38582,23.239272
bg_settlement_46276,46276,Мала църква,Mala tsarkva,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2021,42.26495,23.510852
bg_settlement_46067,46067,Маджаре,Madzhare,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2022,42.266554,23.496896
bg_settlement_43832,43832,Лисец,Lisets,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2023,42.422379,23.2314
bg_settlement_37294,37294,Клисура,Klisura,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2026,42.329975,23.3646
bg_settlement_16599,16599,Горни Окол,Gorni Okol,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2027,42.464863,23.51631
bg_settlement_15285,15285,Говедарци,Govedartsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO39,Самоков,BG412,2020,42.258763,23.475158
bg_settlement_55631,55631,Пашови,Pashovi,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4632,42.043497,23.826511
bg_settlement_81325,81325,Чешлянци,Cheshlyantsi,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2556,42.574097,22.530399
bg_settlement_75232,75232,Уши,Ushi,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2557,42.524746,22.561094
bg_settlement_65047,65047,Савойски,Savoyski,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL29,Кюстендил,BG415,2576,42.157542,22.641761
bg_settlement_56887,56887,Побит камък,Pobit kamak,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2554,42.598156,22.455917
bg_settlement_47929,47929,Метохия,Metohia,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2556,42.573922,22.485863
bg_settlement_23399,23399,Драгойчинци,Dragoychintsi,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2554,42.621133,22.495117
bg_settlement_61772,61772,Раздол,Razdol,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2835,41.616041,23.008546
bg_settlement_38056,38056,Колибите,Kolibite,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2838,41.583012,23.027678
bg_settlement_37191,37191,Клепало,Klepalo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2837,41.622545,22.973213
bg_settlement_16554,16554,Горни Коритен,Gorni Koriten,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2557,42.504543,22.573004
bg_settlement_41136,41136,Кръстава,Krastava,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4647,41.960139,23.820631
bg_settlement_36035,36035,Кандови,Kandovi,с.,PAZ,tk_loan_management_bg.state_bg_PAZ,PAZ08,Велинград,BG423,4631,42.023577,23.829354
bg_settlement_06700,06700,Бръщен,Brashten,с.,SML,tk_loan_management_bg.state_bg_SML,SML10,Доспат,BG424,4821,41.560649,24.091164
bg_settlement_05150,05150,Бойково,Boykovo,с.,PDV,tk_loan_management_bg.state_bg_PDV,PDV26,Родопи,BG421,4103,42.001942,24.620977
bg_settlement_81774,81774,Чурен,Churen,с.,PDV,tk_loan_management_bg.state_bg_PDV,PDV26,Родопи,BG421,4226,41.954094,24.526432
bg_settlement_02779,02779,Барутин,Barutin,с.,SML,tk_loan_management_bg.state_bg_SML,SML10,Доспат,BG424,4830,41.600816,24.181386
bg_settlement_80025,80025,Чавдар,Chavdar,с.,SML,tk_loan_management_bg.state_bg_SML,SML10,Доспат,BG424,4829,41.580377,24.221886
bg_settlement_78567,78567,Црънча,Tsrancha,с.,SML,tk_loan_management_bg.state_bg_SML,SML10,Доспат,BG424,4837,41.567161,24.103738
bg_settlement_44642,44642,Любча,Lyubcha,с.,SML,tk_loan_management_bg.state_bg_SML,SML10,Доспат,BG424,4833,41.618994,24.099781
